,Age,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Internet Type_DSL,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Customer Status
5456,64,0,34.238802,-118.482296,0,33,42.29,13.0,79.95,2684.85,1395.57,4080.42,0,1,0,1,Stayed
5457,76,0,33.362575,-117.299644,0,3,30.14,6.0,45.0,127.1,90.42,227.52,1,0,1,0,Churned
5458,26,0,38.749466,-121.184196,5,8,48.39,0.0,19.9,153.95,387.12,541.07,0,0,0,1,Stayed
5459,25,3,39.117537,-122.284654,5,34,18.36,85.0,89.85,3091.75,624.24,3701.06,0,1,1,0,Stayed
5460,42,1,34.536232,-118.082935,1,14,45.6,19.0,65.45,937.6,638.4,1576.0,0,1,1,0,Churned
5461,53,3,38.809175,-121.171375,3,72,20.42,0.0,24.3,1643.25,1470.24,3113.49,0,0,0,0,Stayed
5462,21,0,32.89325,-117.087091,5,71,48.32,59.0,54.5,3778.2,3430.72,7208.92,1,1,0,0,Stayed
5463,20,0,40.949012,-123.655847,5,64,26.64,71.0,73.05,4688.65,1704.96,6393.61,1,1,0,1,Stayed
5464,31,1,33.571259,-117.731917,9,53,2.11,19.0,65.0,3363.8,111.83,3475.63,1,1,1,0,Stayed
5465,30,0,36.878364,-121.629781,5,68,28.36,82.0,89.95,5974.3,1928.48,7902.78,0,1,0,0,Stayed
5466,57,1,32.980678,-116.262854,1,5,11.54,19.0,80.15,385.0,57.7,442.7,0,1,1,0,Churned
5467,75,0,37.114335,-122.237162,0,52,42.19,11.0,72.95,3829.75,2193.88,6023.63,0,1,0,0,Stayed
5468,61,0,32.68674,-117.186612,4,67,8.18,3.0,104.1,7040.85,548.06,7588.91,0,1,0,1,Churned
5469,32,0,36.624338,-121.615669,0,68,48.41,0.0,20.5,1424.9,3291.88,4716.78,0,0,0,0,Stayed
5470,23,1,33.362575,-117.299644,10,49,9.07,82.0,78.0,3824.2,444.43,4268.63,1,1,0,1,Stayed
5471,24,3,33.992416,-117.807874,0,37,8.21,0.0,19.8,726.1,303.77,1029.87,0,0,0,0,Stayed
5473,47,0,32.730583,-115.501083,0,23,18.7,24.0,81.0,1917.1,430.1,2347.2,0,1,1,0,Churned
5474,63,0,34.613476,-118.256358,0,11,44.53,0.0,20.45,237.3,489.83,727.13,0,0,1,0,Stayed
5475,30,0,37.004068,-119.930027,0,70,10.0,0.0,19.7,1341.5,700.0,2041.5,0,0,0,1,Stayed
5476,49,0,34.508417,-116.856103,0,40,36.98,21.0,61.9,2647.1,1479.2,4126.3,1,1,1,0,Stayed
5477,59,1,33.384345,-117.072619,0,69,28.53,24.0,93.3,6398.05,1968.57,8366.62,0,1,0,0,Stayed
5478,42,1,38.002125,-121.324979,1,71,19.49,0.0,24.7,1810.55,1383.79,3194.34,0,0,0,0,Stayed
5479,21,2,40.497441,-121.827524,3,61,12.72,48.0,84.9,5264.5,775.92,6040.42,0,1,0,1,Stayed
5480,60,0,33.643095,-117.810896,0,26,25.66,3.0,100.5,2599.95,667.16,3267.11,0,1,1,0,Stayed
5481,41,0,34.223244,-119.18012,1,48,23.95,30.0,82.05,4029.95,1149.6,5179.55,0,1,0,1,Churned
5482,37,3,37.140104,-119.657092,4,60,15.65,0.0,20.55,1205.05,939.0,2144.05,0,0,0,0,Stayed
5483,54,0,38.883224,-121.15918,9,15,24.17,10.0,68.6,1108.6,362.55,1561.15,0,0,1,0,Stayed
5484,59,0,32.765299,-117.122565,9,69,24.17,5.0,106.4,7251.9,1667.73,8916.04,0,1,0,1,Stayed
5486,23,0,38.434138,-121.30587,1,59,0.0,69.0,41.05,2452.7,0.0,2452.7,1,1,1,0,Churned
5487,50,3,37.007882,-122.065975,9,54,7.25,57.0,105.2,5637.85,391.5,6006.34,0,1,0,1,Stayed
5488,38,0,38.809804,-122.241383,8,72,0.0,15.0,60.95,4549.05,0.0,4549.05,0,1,0,0,Stayed
5489,56,0,39.745712,-121.84333,0,9,43.83,0.0,19.5,150.35,394.47,544.82,0,0,1,0,Stayed
5491,62,2,37.766556,-121.976784,7,66,31.53,0.0,19.75,1344.5,2080.98,3425.48,0,0,0,0,Stayed
5492,61,2,37.908242,-121.682472,6,72,35.21,10.0,98.65,7129.45,2535.12,9664.57,0,1,0,0,Stayed
5493,63,0,34.294142,-118.603883,0,43,34.0,11.0,75.2,3198.6,1462.0,4660.6,0,1,1,0,Churned
5494,65,0,36.793601,-119.761131,0,57,0.0,26.0,55.0,3094.05,0.0,3094.05,1,1,0,0,Stayed
5495,42,2,38.672708,-122.403219,1,1,0.0,12.0,40.1,40.1,0.0,50.1,1,0,1,0,Churned
5496,51,0,38.590035,-121.412455,1,32,46.92,9.0,91.05,2954.5,1501.44,4525.94,0,0,1,0,Churned
5497,72,0,38.966713,-123.586412,7,55,12.91,21.0,113.6,6292.7,710.05,7002.75,0,1,0,0,Stayed
5498,61,0,34.110845,-118.259595,9,51,0.0,6.0,30.05,1529.45,0.0,1529.45,1,1,1,0,Stayed
5499,39,2,38.838088,-122.73203,3,6,49.45,10.0,48.8,297.35,296.7,594.05,1,1,1,0,Stayed
5500,47,1,34.195386,-118.238508,1,8,3.85,20.0,51.05,415.05,30.8,445.85,1,1,1,0,Churned
5501,62,0,32.853743,-117.25034,0,28,0.0,2.0,35.75,961.4,0.0,961.4,1,1,1,0,Stayed
5502,57,0,33.972293,-116.654195,1,16,21.04,17.0,55.85,857.8,336.64,1194.44,0,1,0,1,Stayed
5503,80,1,37.722302,-122.491129,0,30,37.42,17.0,101.3,2974.5,1122.6,4097.1,0,1,0,0,Stayed
5504,62,0,34.159534,-116.425984,0,12,0.0,24.0,60.65,743.3,0.0,702.89,0,1,0,1,Stayed
5505,20,0,34.248061,-117.29028,0,60,10.7,71.0,105.9,6396.45,642.0,7038.45,0,1,1,0,Churned
5506,47,0,34.024405,-117.898722,0,55,27.65,26.0,64.2,3627.3,1520.75,5148.05,0,0,0,1,Stayed
5508,31,1,37.601248,-122.403099,10,34,0.0,29.0,40.55,1325.85,0.0,1325.85,1,1,0,0,Stayed
5509,56,0,34.200175,-118.540958,0,15,0.0,29.0,29.7,438.25,0.0,528.25,1,0,1,0,Churned
5510,32,2,33.987945,-118.370442,0,2,5.85,19.0,80.65,144.15,11.7,175.85,0,0,1,0,Churned
5511,62,3,38.646209,-121.52446,5,6,44.13,0.0,19.7,94.45,264.78,359.23,0,0,0,1,Stayed
5512,30,0,33.991782,-118.479229,0,66,23.51,52.0,106.05,6981.35,1551.66,8533.01,0,1,0,0,Churned
5514,39,2,39.361283,-123.784599,8,72,18.74,19.0,95.1,6843.15,1349.28,8192.43,0,1,0,0,Stayed
5515,58,0,38.419525,-122.521585,0,10,8.35,29.0,60.95,629.55,83.5,713.05,0,1,1,0,Stayed
5516,37,0,39.084645,-120.894014,0,1,28.25,9.0,50.45,50.45,28.25,78.7,0,1,1,0,Churned
5517,32,3,37.526791,-119.99437,0,47,30.06,57.0,63.8,3007.25,1412.82,4500.07,1,0,0,0,Stayed
5518,62,0,38.005839,-122.638155,0,22,0.0,19.0,56.75,1304.85,0.0,1304.85,1,1,0,0,Stayed
5519,53,0,38.911577,-120.106169,0,31,9.27,30.0,103.45,3066.45,287.37,3353.82,0,1,0,1,Churned
5520,64,5,40.692523,-122.369876,7,39,40.68,76.0,81.5,3107.3,1586.52,4693.82,0,1,1,0,Stayed
5521,71,0,33.990646,-117.663025,1,30,4.65,29.0,50.4,1527.5,139.5,1667.0,1,1,1,0,Churned
5522,43,1,36.456091,-119.486225,3,12,24.65,0.0,20.1,232.4,295.8,528.2,0,0,1,0,Stayed
5523,74,0,39.884395,-122.587513,2,10,46.5,4.0,86.65,856.65,465.0,1321.65,0,1,1,0,Churned
5524,77,0,38.121601,-120.133915,4,45,9.39,22.0,75.15,3480.35,422.55,3902.9,1,1,0,0,Stayed
5525,51,0,39.83307,-123.178765,1,18,11.3,16.0,99.4,1742.95,203.4,1946.35,0,1,1,0,Churned
5526,19,3,41.096569,-121.879082,1,70,0.0,47.0,60.35,4138.7,0.0,4089.47,0,1,0,1,Stayed
5527,56,0,34.559882,-115.637164,5,72,0.0,30.0,65.2,4784.45,0.0,4784.45,1,1,0,0,Stayed
5528,49,0,33.888323,-117.277533,0,12,16.07,14.0,99.7,1238.45,192.84,1431.29,0,1,1,0,Churned
5530,31,0,32.957195,-117.202542,0,4,30.95,26.0,77.95,305.55,123.8,429.35,0,1,1,0,Churned
5531,56,0,39.239818,-123.565432,0,6,6.93,0.0,20.15,130.5,41.58,172.08,0,0,1,0,Stayed
5532,77,0,32.741852,-117.243453,1,61,33.75,29.0,94.2,5895.45,2058.75,7954.2,0,1,1,0,Stayed
5533,79,0,33.847755,-118.112532,2,42,35.38,7.0,105.2,4599.15,1485.96,6044.65,0,1,0,1,Stayed
5535,53,0,34.076259,-118.310715,0,45,0.0,10.0,42.3,1840.75,0.0,1840.75,1,1,0,1,Stayed
5536,34,0,37.830267,-121.201018,0,8,33.54,14.0,66.05,574.5,268.32,842.82,1,1,1,0,Stayed
5537,52,0,38.313447,-121.123886,0,14,37.01,29.0,69.65,921.4,518.14,1439.54,1,1,1,0,Stayed
5538,22,0,37.639215,-122.037554,0,18,48.68,48.0,68.35,1299.8,876.24,2176.04,1,1,1,0,Stayed
5539,42,0,33.847755,-118.112532,0,43,25.53,0.0,25.7,1188.2,1097.79,2285.99,0,0,0,0,Stayed
5540,33,0,33.936827,-118.359824,10,27,9.01,5.0,48.7,1421.75,243.27,1665.02,1,1,0,1,Stayed
5541,43,0,34.167465,-118.165327,0,18,11.36,13.0,74.15,1345.75,204.48,1550.23,0,1,1,0,Stayed
5542,37,0,34.064073,-117.166158,1,5,0.0,7.0,24.95,100.4,0.0,100.4,1,1,1,0,Churned
5543,54,2,33.527605,-116.666551,1,52,31.96,26.0,84.05,4326.8,1661.92,5988.72,0,1,1,0,Stayed
5545,44,0,33.864622,-118.179626,0,23,42.26,2.0,49.7,1081.25,971.98,2203.23,0,0,1,0,Stayed
5546,31,2,35.842889,-121.004862,1,17,18.26,0.0,24.1,409.9,310.42,720.32,0,0,1,0,Churned
5547,23,0,34.19225,-118.776874,1,20,27.96,0.0,20.35,393.15,559.2,952.35,0,0,0,1,Stayed
5548,68,0,38.983388,-120.988814,0,31,15.35,10.0,96.6,2877.95,475.85,3353.8,0,1,0,0,Stayed
5550,64,0,34.178483,-118.431791,0,35,42.8,0.0,20.2,684.4,1498.0,2182.4,0,0,0,0,Stayed
5551,61,2,38.954144,-121.482536,7,6,0.0,10.0,40.55,217.5,0.0,267.5,0,0,0,0,Stayed
5552,32,0,40.485849,-124.163234,0,2,41.37,28.0,75.55,166.3,82.74,249.04,0,1,1,0,Churned
5553,23,0,37.550074,-118.837167,0,14,36.42,0.0,20.4,275.7,509.88,785.58,0,0,0,1,Stayed
5554,33,0,34.038983,-117.991372,0,63,9.21,28.0,90.45,5825.5,580.23,6505.73,0,0,0,1,Stayed
5555,25,0,38.002125,-121.324979,2,68,24.01,48.0,107.7,7320.9,1632.68,8953.58,0,1,1,0,Stayed
5557,52,0,37.550074,-118.837167,0,58,44.67,8.0,80.65,4807.35,2590.86,7398.21,0,1,1,0,Stayed
5558,43,1,34.502432,-118.41459,0,19,28.35,19.0,106.6,1934.45,538.65,2491.38,0,0,1,0,Churned
5559,41,0,32.898613,-117.202937,0,1,22.11,18.0,45.8,45.8,22.11,77.91,1,0,1,0,Churned
5560,69,1,32.707892,-117.05512,9,24,20.78,23.0,96.55,2263.45,498.72,2762.17,0,1,0,0,Stayed
5561,27,0,40.94338,-123.831799,0,18,24.4,71.0,85.2,1553.9,439.2,1993.1,0,1,1,0,Churned
5562,59,0,33.694501,-116.412711,1,51,31.66,3.0,76.4,3966.3,1614.66,5580.96,0,1,0,1,Stayed
5563,38,0,36.29223,-119.622676,6,45,9.91,19.0,78.8,3597.5,445.95,4020.17,0,1,0,1,Stayed
5564,27,1,41.750354,-120.403885,1,61,26.7,30.0,59.8,3641.5,1628.7,5370.2,1,0,1,0,Stayed
5565,62,0,34.153338,-118.262974,0,1,48.25,0.0,20.2,20.2,48.25,68.45,0,0,1,0,Churned
5566,27,0,34.018354,-117.85492,1,33,15.45,59.0,53.75,1857.3,509.85,2367.15,0,1,0,1,Stayed
5567,19,0,34.231053,-118.338307,0,2,49.81,41.0,42.25,84.5,99.62,184.12,1,1,1,0,Churned
5568,24,0,33.998471,-117.973758,1,8,11.35,0.0,20.15,156.25,90.8,247.05,0,0,1,0,Churned
5569,40,2,40.331975,-121.460674,4,26,12.71,0.0,19.65,494.9,330.46,825.36,0,0,0,0,Stayed
5570,37,0,33.841027,-118.078097,0,23,24.04,22.0,75.0,1778.5,552.92,2331.42,0,1,1,0,Stayed
5571,49,0,39.043387,-121.409837,0,1,0.0,19.0,44.65,44.65,0.0,44.65,0,1,1,0,Churned
5572,32,0,38.029729,-121.387999,0,2,38.51,25.0,95.15,196.9,77.02,273.92,0,1,1,0,Churned
5573,79,0,34.049841,-118.33846,8,13,48.15,6.0,93.8,1261.0,625.95,1886.95,0,1,0,0,Stayed
5574,55,1,34.076259,-118.310715,1,1,3.09,0.0,20.15,20.15,3.09,23.24,0,0,1,0,Churned
5575,40,0,34.066964,-117.937007,2,4,0.0,13.0,29.05,129.6,0.0,129.6,1,1,1,0,Stayed
5577,46,0,38.526941,-122.709096,0,22,49.43,17.0,59.0,1254.7,1087.46,2342.16,0,1,1,0,Churned
5578,31,5,36.64152,-121.622188,0,2,29.81,0.0,19.6,35.85,59.62,95.47,0,0,1,0,Churned
5579,54,0,34.903052,-118.411251,0,1,0.0,29.0,35.9,35.9,0.0,35.9,0,1,1,0,Churned
5580,60,0,38.470423,-121.114897,0,21,30.59,11.0,68.65,1493.2,642.39,2135.59,0,1,1,0,Stayed
5581,71,0,33.703976,-117.824172,1,45,2.38,20.0,98.7,4525.8,107.1,4632.9,0,1,0,1,Stayed
5582,33,0,36.125529,-120.864443,0,12,18.75,25.0,86.55,1066.9,225.0,1401.9,0,0,1,0,Stayed
5583,25,0,33.802664,-118.179971,1,72,32.67,48.0,64.45,4720.0,2352.24,7072.24,0,1,0,0,Stayed
5584,22,2,34.114772,-118.089431,9,63,42.17,73.0,74.5,4674.55,2656.71,7331.26,1,1,0,0,Stayed
5585,36,0,38.470423,-121.114897,1,15,28.3,28.0,84.3,1308.4,424.5,1732.9,0,1,1,0,Churned
5586,30,0,33.9108,-117.398153,7,43,33.97,69.0,80.2,3581.6,1460.71,5042.31,1,1,0,1,Stayed
5587,69,0,37.863843,-122.275684,2,60,24.62,30.0,110.0,6668.35,1477.2,8145.55,0,1,0,0,Stayed
5588,33,0,40.648024,-123.465088,0,31,28.72,21.0,59.05,1882.8,890.32,2773.12,0,1,1,0,Stayed
5589,49,1,33.905963,-118.08263,10,53,30.31,0.0,19.55,1007.9,1606.43,2614.33,0,0,0,1,Stayed
5590,68,0,39.955587,-123.681175,0,67,48.43,28.0,54.9,3725.5,3244.81,6970.31,1,1,1,0,Stayed
5591,61,0,34.202494,-118.448048,0,72,46.1,27.0,88.55,6362.35,3319.2,9681.55,1,1,0,0,Stayed
5592,57,2,35.690535,-118.552784,0,4,27.37,0.0,20.05,85.5,109.48,194.98,0,0,1,0,Stayed
5593,48,0,37.680844,-122.48131,0,51,0.0,10.0,60.15,3077.0,0.0,3077.0,1,1,0,1,Stayed
5594,34,0,37.624436,-122.430661,0,15,26.54,18.0,48.8,720.1,398.1,1118.2,1,1,1,0,Stayed
5595,29,2,39.34128,-120.786867,7,69,8.39,0.0,19.8,1436.95,578.91,2015.86,0,0,0,0,Stayed
5596,38,0,36.545322,-119.642281,0,4,30.07,29.0,44.55,220.75,120.28,341.03,0,1,1,0,Stayed
5598,19,0,34.243088,-116.830015,0,55,42.19,51.0,100.9,5552.05,2320.45,7872.5,0,1,0,1,Stayed
5599,50,0,33.787165,-117.931889,0,4,0.0,23.0,42.4,146.4,0.0,146.4,1,1,1,0,Stayed
5600,49,0,39.473896,-121.415927,0,2,0.0,21.0,42.6,72.4,0.0,72.4,1,1,1,0,Churned
5601,34,0,37.538309,-122.305109,0,45,14.12,3.0,100.85,4740.0,635.4,5375.4,0,1,1,0,Churned
5602,33,0,38.060264,-122.830646,0,19,34.51,22.0,44.9,839.65,655.69,1495.34,0,1,1,0,Stayed
5603,67,0,39.172777,-121.805845,1,3,0.0,20.0,36.45,93.7,0.0,93.7,1,1,1,0,Churned
5604,23,3,34.062125,-118.315709,0,28,4.89,47.0,104.8,3046.05,136.92,3182.97,0,1,1,0,Churned
5605,25,1,32.79697,-116.969082,10,23,9.84,71.0,85.6,1868.4,226.32,2094.72,0,1,1,0,Stayed
5606,53,0,38.542532,-121.378826,0,1,15.91,0.0,20.55,20.55,15.91,36.46,0,0,1,0,Churned
5607,20,0,33.889632,-118.39737,0,25,0.0,59.0,48.25,1293.8,0.0,1293.8,0,1,1,0,Stayed
5608,22,0,39.281194,-122.226568,2,71,18.04,41.0,80.4,5727.15,1280.84,7007.99,1,1,0,0,Stayed
5609,20,0,39.681488,-121.83721,0,14,18.46,26.0,76.45,1117.55,258.44,1375.99,0,1,1,0,Stayed
5610,28,0,32.802959,-117.027095,0,24,7.52,85.0,54.6,1242.25,180.48,1394.31,0,1,0,1,Stayed
5611,76,0,34.457829,-116.139589,0,56,5.19,16.0,101.05,5594.0,290.64,5894.64,0,0,0,0,Stayed
5612,78,0,37.924014,-122.511694,1,1,17.51,21.0,80.3,80.3,17.51,97.81,0,1,1,0,Churned
5613,68,0,39.117537,-122.284654,2,7,3.19,26.0,64.2,475.0,22.33,497.33,0,1,0,0,Stayed
5614,63,0,36.77462,-121.664714,0,5,8.32,22.0,64.35,352.65,41.6,394.25,1,1,1,0,Stayed
5615,47,0,37.321233,-120.656354,1,1,33.46,12.0,69.4,69.4,33.46,112.86,0,0,1,0,Churned
5616,21,1,37.348129,-121.98469,4,19,0.0,85.0,24.85,434.8,0.0,434.8,0,1,1,0,Stayed
5617,35,0,34.11572,-118.192754,0,7,18.99,23.0,75.1,552.95,132.93,685.88,0,1,1,0,Churned
5618,58,1,34.273872,-114.192901,6,16,40.03,20.0,73.25,1195.75,640.48,1836.23,0,1,1,0,Stayed
5619,32,2,37.980057,-121.801599,1,10,42.0,14.0,65.9,660.05,420.0,1080.05,1,1,0,1,Stayed
5620,40,0,38.823278,-121.281856,0,72,12.63,23.0,59.75,4265.0,909.36,5174.36,1,1,0,0,Stayed
5621,69,0,32.636792,-117.054989,0,51,4.14,21.0,94.0,4905.75,211.14,5116.89,0,1,0,1,Stayed
5622,68,0,38.107441,-120.230625,0,67,44.56,29.0,116.1,7839.85,2985.52,10865.37,0,0,0,0,Stayed
5623,75,0,38.336216,-120.76901,7,25,38.59,24.0,69.3,1813.1,964.75,2777.85,0,1,0,0,Stayed
5624,51,2,32.688506,-116.938632,9,45,10.21,11.0,81.3,3541.1,459.45,4000.55,1,1,1,0,Stayed
5626,45,0,33.707483,-117.200006,0,30,9.34,8.0,85.15,2555.9,280.2,2836.1,0,1,1,0,Churned
5627,44,1,36.303666,-119.825657,9,11,38.48,19.0,90.6,1020.2,423.28,1443.48,0,1,1,0,Stayed
5628,45,0,35.176236,-120.483243,6,20,11.39,21.0,81.0,1683.7,227.8,1911.5,0,1,1,0,Stayed
5629,23,0,34.103578,-117.04054,10,70,21.68,30.0,114.3,8244.3,1517.6,9761.9,0,1,0,0,Stayed
5630,46,0,34.145695,-117.95982,0,38,46.21,14.0,62.3,2354.8,1755.98,4110.78,0,1,0,1,Churned
5631,77,0,32.886925,-117.152162,1,1,0.0,19.0,24.8,24.8,0.0,24.8,1,1,1,0,Churned
5632,28,0,37.901371,-122.572024,0,3,32.76,73.0,98.7,293.65,98.28,391.93,0,1,1,0,Churned
5633,42,2,34.214054,-118.88109,4,64,13.95,11.0,104.4,6721.6,892.8,7614.4,0,1,0,1,Stayed
5634,34,0,40.021787,-122.127576,0,65,44.7,0.0,19.55,1218.65,2905.5,4124.15,0,0,0,0,Stayed
5635,34,0,38.508735,-121.678813,0,9,10.07,26.0,94.75,889.9,90.63,1010.53,0,0,1,0,Churned
5636,29,0,37.45567,-122.407992,0,60,37.95,27.0,64.75,4039.5,2277.0,6436.5,1,0,0,1,Stayed
5637,47,0,39.333737,-120.858667,0,35,17.2,0.0,21.45,705.45,602.0,1307.45,0,0,0,0,Stayed
5638,60,0,34.18454,-119.224666,0,11,0.0,22.0,34.7,383.55,0.0,511.02,1,0,1,0,Stayed
5639,21,0,38.581354,-122.296283,1,33,35.31,0.0,24.5,740.3,1165.23,1870.48,0,0,0,0,Churned
5640,26,0,33.606899,-117.717854,0,36,13.9,73.0,85.85,3003.55,500.4,3503.95,0,0,0,1,Stayed
5642,41,0,34.460197,-119.802602,0,31,10.05,14.0,99.45,3109.9,311.55,3378.07,0,1,0,0,Stayed
5643,43,0,33.760458,-118.129725,0,27,2.59,0.0,19.4,460.25,69.93,500.59,0,0,1,0,Stayed
5644,65,0,33.887676,-118.127289,0,40,44.86,4.0,79.2,3233.85,1794.4,5028.25,0,1,1,0,Churned
5645,19,0,34.076259,-118.310715,1,3,44.46,51.0,44.3,134.5,133.38,267.88,1,1,1,0,Churned
5646,63,0,37.410567,-122.297152,0,52,0.0,7.0,39.1,1982.1,0.0,2112.1,1,0,0,0,Stayed
5647,61,2,33.807864,-117.923782,0,21,13.39,24.0,80.35,1747.2,281.19,2028.39,0,1,1,0,Stayed
5648,21,0,34.312945,-118.858169,6,24,9.3,27.0,66.3,1559.45,223.2,1750.06,1,1,1,0,Stayed
5649,44,0,34.17847,-118.459472,1,67,37.6,23.0,88.4,5798.3,2519.2,8317.5,0,1,0,1,Stayed
5650,29,0,41.082472,-121.195215,0,10,33.98,59.0,54.5,568.2,339.8,908.0,1,1,1,0,Stayed
5651,26,0,32.730264,-116.950963,0,8,41.93,59.0,70.7,553.4,335.44,888.84,0,1,1,0,Stayed
5652,24,0,39.381174,-121.21191,0,6,27.54,0.0,18.95,110.15,165.24,275.39,0,0,1,0,Stayed
5653,63,0,37.791222,-122.402241,0,21,9.06,10.0,97.35,2119.5,190.26,2309.76,0,1,1,0,Churned
5654,30,0,34.505273,-117.955054,2,65,18.07,0.0,19.9,1292.6,1174.55,2467.15,0,0,0,0,Stayed
5655,62,2,34.183286,-117.221722,4,72,44.0,20.0,84.5,6130.85,3168.0,9298.85,0,1,0,0,Stayed
5656,20,1,33.976328,-117.319786,0,66,27.09,51.0,90.95,5930.05,1787.94,7717.99,0,1,0,0,Stayed
5657,19,0,38.085839,-120.37855,1,66,23.27,58.0,91.7,6075.9,1535.82,7611.72,1,1,0,0,Stayed
5658,37,0,36.636638,-119.421842,0,47,16.64,8.0,103.1,4889.3,782.08,5671.38,0,1,0,1,Stayed
5659,49,0,34.178068,-118.615714,0,4,27.04,0.0,20.7,83.75,108.16,191.91,0,0,1,0,Stayed
5660,45,2,40.440636,-124.098739,0,21,27.6,0.0,19.6,397.0,579.6,976.6,0,0,0,0,Stayed
5661,26,0,33.705836,-117.318204,7,25,37.1,82.0,74.6,1797.75,927.5,2725.25,0,1,1,0,Stayed
5662,40,0,37.785033,-120.776141,0,24,35.93,5.0,90.55,2282.55,862.32,3144.87,0,1,1,0,Churned
5663,42,3,36.869584,-118.189241,5,72,18.21,0.0,24.9,1859.2,1311.12,3170.32,0,0,0,0,Stayed
5664,20,0,33.044541,-116.833922,0,36,19.64,71.0,94.8,3565.65,707.04,4242.43,0,1,1,0,Stayed
5665,24,2,35.236549,-120.727344,8,49,0.0,47.0,39.2,1838.15,0.0,1838.15,1,1,1,0,Stayed
5666,52,0,32.85723,-117.209774,0,1,14.17,0.0,19.6,19.6,14.17,33.77,0,0,1,0,Churned
5667,29,1,36.991762,-119.242874,3,18,10.29,59.0,83.25,1611.15,185.22,1796.37,1,1,1,0,Stayed
5668,39,1,39.597975,-122.032248,7,15,32.73,17.0,75.1,1151.55,490.95,1642.5,0,1,1,0,Stayed
5669,20,0,38.522328,-122.97932,1,8,5.34,42.0,75.0,632.95,42.72,675.67,0,1,1,0,Churned
5670,62,0,36.696759,-119.024051,1,8,39.59,16.0,85.65,659.45,316.72,1046.17,0,0,1,0,Stayed
5671,79,0,38.784329,-121.373245,0,54,5.14,6.0,65.25,3529.95,277.56,3774.44,1,1,0,1,Stayed
5672,56,0,33.868316,-117.929029,1,42,20.65,25.0,56.8297619047619,2386.85,867.3,3225.32,1,1,0,1,Stayed
5673,44,3,37.801776,-122.402293,5,13,35.19,0.0,25.0,332.5,457.47,789.97,0,0,0,0,Stayed
5674,51,0,32.698964,-115.886656,0,66,20.77,0.0,25.15,1683.6,1370.82,3054.42,0,0,0,0,Stayed
5675,56,0,37.461251,-122.235414,1,63,38.85,27.0,81.2,4965.1,2447.55,7412.65,0,1,0,1,Stayed
5676,51,0,37.746699,-122.442833,0,71,12.27,21.0,80.6,5708.2,871.17,6579.37,1,1,0,0,Stayed
5677,21,0,37.937082,-122.532369,3,15,12.41,0.0,20.45,330.8,186.15,516.95,0,0,1,0,Stayed
5678,73,0,32.825086,-117.199424,0,1,22.5,27.0,69.95,69.95,22.5,102.45,0,0,1,0,Churned
5679,52,0,39.094102,-123.500853,0,10,10.46,0.0,21.2,222.65,104.6,327.25,0,0,1,0,Stayed
5681,52,0,33.761894,-117.120868,0,15,40.97,0.0,25.05,369.1,614.55,983.65,0,0,0,0,Stayed
5682,43,0,36.977025,-121.952864,1,53,6.68,25.0,110.5,5835.5,354.04,6189.54,0,1,0,1,Stayed
5683,38,0,34.127194,-118.295647,0,14,0.0,6.0,50.75,712.75,0.0,722.75,0,0,1,0,Churned
5684,30,2,33.817473,-117.810462,1,35,18.29,0.0,19.65,708.8,640.15,1348.95,0,0,0,1,Stayed
5685,75,0,34.122671,-118.112911,0,15,12.08,5.0,80.2,1217.25,181.2,1398.45,0,1,1,0,Churned
5686,65,0,33.927254,-118.249826,0,43,12.58,26.0,90.25,3838.75,540.94,4379.69,0,1,0,1,Stayed
5687,53,1,33.766476,-117.969795,1,72,36.82,10.0,115.5,8425.15,2651.04,11033.9,0,1,0,0,Stayed
5688,70,0,34.153338,-118.262974,0,55,29.3,10.0,116.5,6382.55,1611.5,7994.05,0,1,1,0,Stayed
5689,73,0,39.273096,-122.050763,0,66,44.01,17.0,70.85,4738.85,2904.66,7643.51,0,1,0,1,Stayed
5690,77,0,32.957195,-117.202542,0,23,31.17,23.0,94.75,2293.6,716.91,3010.51,0,1,1,0,Churned
5691,62,0,34.130861,-118.68346,5,40,48.29,23.0,56.6,2379.1,1931.6,4310.7,1,1,1,0,Stayed
5692,50,0,37.776523,-122.219268,1,42,34.65,9.0,99.45,4138.05,1455.3,5702.89,0,0,1,0,Churned
5693,70,0,34.2112,-118.230625,0,15,7.99,27.0,75.3,1147.45,119.85,1267.3,0,1,1,0,Churned
5694,62,0,33.174725,-116.743329,0,22,20.46,0.0,19.6,422.5,450.12,872.62,0,0,0,1,Stayed
5695,72,0,33.819385,-117.600213,7,56,27.56,29.0,76.85,4275.75,1543.36,5939.11,0,0,1,0,Stayed
5696,66,0,38.154823,-121.601358,0,72,31.31,18.0,107.4,7748.75,2254.32,10003.07,0,1,0,0,Stayed
5697,40,0,33.921793,-118.140588,4,62,48.73,0.0,24.25,1424.6,3021.26,4445.86,0,0,0,0,Stayed
5698,72,0,33.83796,-117.870494,1,71,46.82,18.0,115.05,8016.6,3324.22,11340.82,0,1,0,0,Stayed
5699,32,2,37.556094,-122.272437,4,39,48.14,23.0,59.85,2341.5,1877.46,4218.96,0,1,1,0,Stayed
